ride_segment_id,timestamp,prev_timestamp,operator_name,device_id,prev_zone_id,zone_id,prev_latitude,prev_longitude,latitude,longitude,interval_minutes,distance_m,speed_kmph,prev_battery_level,battery_level,battery_delta,moved_50m,moved_200m,same_zone
33,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,130505,grid_8123_22776,grid_8124_22776,36.487792,127.2575,36.490448,127.256992,5.016666666666667,298.8049998328001,3.5737475063059154,55.0,51.0,-4.0,True,True,False
34,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,130528,grid_8128_22775,grid_8128_22775,36.511721,127.246531,36.511653,127.248853,5.016666666666667,207.6578914893724,2.483615977945982,71.0,69.0,-2.0,True,True,True
35,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,130555,grid_8123_22775,grid_8123_22776,36.48627,127.248168,36.486385,127.257197,5.016666666666667,807.2991664264115,9.655405312741134,48.0,45.0,-3.0,True,True,False
36,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,130559,grid_8123_22777,grid_8125_22776,36.488567,127.261696,36.495392,127.256827,5.016666666666667,874.8647693253639,10.463498902230269,51.0,48.0,-3.0,True,True,False
37,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,130736,grid_8127_22777,grid_8129_22777,36.504282,127.260956,36.512695,127.25932,5.016666666666667,946.8409840383736,11.32434399514334,36.0,31.0,-5.0,True,True,False
38,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,130806,grid_8129_22775,grid_8130_22775,36.512487,127.249858,36.516579,127.251291,5.016666666666667,472.6883304515943,5.653415247926044,84.0,82.0,-2.0,True,True,False
39,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,130850,grid_8122_22777,grid_8123_22777,36.481279,127.259283,36.487961,127.26185,5.016666666666667,777.6401907434692,9.300680022181028,78.0,76.0,-2.0,True,True,False
40,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,130928,grid_8125_22775,grid_8125_22776,36.494391,127.248831,36.495254,127.256878,5.016666666666667,725.7001958143666,8.679470780504051,80.0,77.0,-3.0,True,True,False
41,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131033,grid_8123_22775,grid_8123_22776,36.485488,127.251054,36.487036,127.257496,5.016666666666667,601.0918490068767,7.189138393437728,88.0,87.0,-1.0,True,True,False
42,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131066,grid_8124_22774,grid_8123_22775,36.493132,127.243736,36.486943,127.250035,5.016666666666667,889.2069481723491,10.635033267177596,86.0,83.0,-3.0,True,True,False
43,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131127,grid_8124_22777,grid_8122_22775,36.489424,127.258329,36.483496,127.249422,5.016666666666667,1033.718414877646,12.36340961315457,100.0,100.0,0.0,True,True,False
44,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131282,grid_8124_22774,grid_8123_22774,36.49223,127.241448,36.487477,127.244712,5.016666666666667,603.7083854601002,7.220432517130766,93.0,89.0,-4.0,True,True,False
45,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131470,grid_8128_22772,grid_8127_22773,36.50966,127.233482,36.505368,127.239543,5.016666666666667,721.9519307598993,8.63464103234431,44.0,43.0,-1.0,True,True,False
46,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131478,grid_8128_22779,grid_8127_22780,36.508989,127.269724,36.504809,127.274629,5.016666666666667,638.9232916739858,7.641607475170594,90.0,87.0,-3.0,True,True,False
47,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131577,grid_8126_22775,grid_8127_22774,36.500787,127.249477,36.505916,127.243816,5.016666666666667,762.4203637975095,9.118648869338983,62.0,58.0,-4.0,True,True,False
48,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131587,grid_8124_22774,grid_8122_22775,36.492126,127.241556,36.483005,127.250117,5.016666666666667,1270.5803863014644,15.196310268057385,100.0,100.0,0.0,True,True,False
49,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131600,grid_8127_22775,grid_8125_22776,36.50489,127.249024,36.497797,127.255884,5.016666666666667,999.0159735950142,11.948363803794187,75.0,72.0,-3.0,True,True,False
50,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131634,grid_8122_22775,grid_8123_22775,36.482685,127.248118,36.486815,127.250708,5.016666666666667,514.3085300551833,6.151198366108504,79.0,77.0,-2.0,True,True,False
51,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131894,grid_8129_22771,grid_8127_22772,36.515655,127.228128,36.503036,127.232631,5.016666666666667,1459.7429849508997,17.45872008579149,79.0,73.0,-6.0,True,True,False
52,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,131966,grid_8128_22772,grid_8130_22772,36.511369,127.233698,36.520223,127.234309,5.016666666666667,986.032899897118,11.793084517041942,98.0,96.0,-2.0,True,True,False
53,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,373517,grid_8151_22782,grid_8152_22782,36.613881,127.290913,36.618198,127.285793,5.016666666666667,662.7540444399415,7.926626445128869,42.0,37.0,-5.0,True,True,False
54,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,379750,grid_8150_22781,grid_8151_22782,36.608115,127.285503,36.611148,127.287433,5.016666666666667,378.7039781702306,4.529349905026014,92.0,90.0,-2.0,True,True,False
55,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,501115,grid_8123_22776,grid_8123_22777,36.487744,127.257507,36.488388,127.261496,5.016666666666667,363.7296826638689,4.3502553408303255,86.0,86.0,0.0,True,True,False
56,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,501208,grid_8124_22779,grid_8124_22776,36.491345,127.269552,36.489493,127.256955,5.016666666666667,1144.7942885859488,13.691891823619322,83.0,81.0,-2.0,True,True,False
57,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,501255,grid_8129_22771,grid_8127_22772,36.516053,127.228106,36.505942,127.234178,5.016666666666667,1248.407076946267,14.931114541550038,87.0,85.0,-2.0,True,True,False
58,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,501280,grid_8124_22774,grid_8123_22774,36.492289,127.241465,36.486261,127.245266,5.016666666666667,751.4934978601226,8.98796210065263,87.0,85.0,-2.0,True,True,False
59,2026-06-12T15:45:11+0900,2026-06-12T15:40:10+0900,GBIKE,501592,grid_8124_22774,grid_8123_22775,36.492265,127.24144,36.488298,127.247705,5.016666666666667,712.9181485774335,8.526595796939404,64.0,63.0,-1.0,True,True,False
60,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130027,grid_8121_22776,grid_8121_22776,36.479525,127.254999,36.479248,127.252684,5.216666666666667,209.26010828404256,2.406825526589627,42.0,40.0,-2.0,True,True,True
61,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130029,grid_8122_22776,grid_8123_22776,36.484742,127.252777,36.489117,127.252136,5.216666666666667,489.8413566524416,5.633958095683034,33.0,31.0,-2.0,True,True,False
62,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130084,grid_8123_22775,grid_8124_22776,36.486916,127.249899,36.490999,127.253374,5.216666666666667,550.1195515555567,6.327253628115029,91.0,88.0,-3.0,True,True,False
63,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130193,grid_8128_22772,grid_8127_22773,36.509106,127.234411,36.507298,127.239442,5.216666666666667,492.5443728986963,5.6650471004322895,41.0,39.0,-2.0,True,True,False
64,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130249,grid_8124_22779,grid_8128_22774,36.491355,127.26953,36.508377,127.24253,5.216666666666667,3067.085024797552,35.27637728201656,45.0,33.0,-12.0,True,True,False
65,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130356,grid_8124_22774,grid_8121_22776,36.492089,127.241586,36.480257,127.253244,5.216666666666667,1678.4543086892957,19.304905786841736,87.0,81.0,-6.0,True,True,False
66,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130383,grid_8128_22778,grid_8128_22778,36.508359,127.266893,36.508782,127.263479,5.216666666666667,308.7299384104735,3.550887470535797,46.0,45.0,-1.0,True,True,True
67,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130426,grid_8124_22787,grid_8123_22787,36.492381,127.319013,36.486919,127.318528,5.216666666666667,608.8923281486406,7.003234445160083,100.0,100.0,0.0,True,True,False
68,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130459,grid_8119_22779,grid_8121_22781,36.46902,127.27419,36.475955,127.284189,5.216666666666667,1180.687980001508,13.579797853052485,100.0,100.0,0.0,True,True,False
69,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130594,grid_8129_22775,grid_8126_22775,36.512156,127.248107,36.502287,127.24907,5.216666666666667,1100.7528440959363,12.660416098228024,57.0,53.0,-4.0,True,True,False
70,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130647,grid_8121_22782,grid_8122_22785,36.476988,127.289396,36.481593,127.304968,5.216666666666667,1483.4487610405015,17.062030478421107,36.0,30.0,-6.0,True,True,False
71,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130727,grid_8121_22776,grid_8123_22775,36.480396,127.253532,36.486828,127.250729,5.216666666666667,757.8383476818484,8.716351602730525,86.0,83.0,-3.0,True,True,False
72,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130770,grid_8124_22774,grid_8123_22775,36.49309,127.245305,36.486657,127.250426,5.216666666666667,849.2695010803978,9.767955922969431,79.0,75.0,-4.0,True,True,False
73,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130827,grid_8129_22777,grid_8128_22775,36.513798,127.257794,36.511592,127.250628,5.216666666666667,685.7960369524868,7.887749945779401,68.0,65.0,-3.0,True,True,False
74,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,130876,grid_8122_22784,grid_8122_22783,36.484381,127.301286,36.484073,127.294563,5.216666666666667,602.0313631060611,6.924322387162364,54.0,51.0,-3.0,True,True,False
75,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131031,grid_8125_22775,grid_8124_22776,36.495012,127.249462,36.491346,127.256122,5.216666666666667,721.5391299822459,8.29885261321433,95.0,93.0,-2.0,True,True,False
76,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131121,grid_8124_22775,grid_8127_22775,36.489981,127.249911,36.504124,127.249266,5.216666666666667,1573.6863670106848,18.099907096608515,45.0,39.0,-6.0,True,True,False
77,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131197,grid_8128_22778,grid_8127_22779,36.509669,127.267786,36.506407,127.269887,5.216666666666667,408.4419274565839,4.697734628893617,51.0,49.0,-2.0,True,True,False
78,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131249,grid_8125_22776,grid_8127_22777,36.495439,127.256505,36.504443,127.261062,5.216666666666667,1080.8861415750937,12.431917283291812,69.0,64.0,-5.0,True,True,False
79,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131406,grid_8129_22771,grid_8127_22772,36.516106,127.228109,36.506045,127.233938,5.216666666666667,1234.0786072690971,14.193875355171722,69.0,63.0,-6.0,True,True,False
80,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131490,grid_8123_22775,grid_8123_22776,36.486802,127.251794,36.486323,127.257285,5.216666666666667,493.7781563032274,5.679237580484404,43.0,41.0,-2.0,True,True,False
81,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131509,grid_8120_22776,grid_8122_22777,36.474416,127.255381,36.480439,127.26206,5.216666666666667,897.3028542530484,10.320416215051036,74.0,71.0,-3.0,True,True,False
82,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131734,grid_8129_22775,grid_8129_22777,36.512139,127.247662,36.512718,127.25927,5.216666666666667,1039.4080955731113,11.954853495409589,42.0,40.0,-2.0,True,True,False
83,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131752,grid_8128_22778,grid_8129_22777,36.510218,127.267494,36.514443,127.259407,5.216666666666667,862.0113054442847,9.9145070274742,59.0,53.0,-6.0,True,True,False
84,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131771,grid_8128_22775,grid_8129_22776,36.51165,127.251896,36.515088,127.257566,5.216666666666667,634.7548941145435,7.300695267771108,66.0,61.0,-5.0,True,True,False
85,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131934,grid_8125_22777,grid_8126_22777,36.497851,127.259239,36.501715,127.262761,5.216666666666667,532.6474110007542,6.12629610096714,75.0,73.0,-2.0,True,True,False
86,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,131948,grid_8125_22775,grid_8124_22776,36.495015,127.249456,36.491308,127.256189,5.216666666666667,729.4993401080017,8.390407745651137,77.0,74.0,-3.0,True,True,False
87,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,367337,grid_8150_22782,grid_8149_22782,36.608408,127.288318,36.60306,127.289546,5.216666666666667,604.6885945846001,6.954884793944282,55.0,55.0,0.0,True,True,False
88,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,374321,grid_8149_22782,grid_8151_22782,36.603465,127.289583,36.611056,127.286196,5.216666666666667,896.5899148838309,10.312216273424252,53.0,49.0,-4.0,True,True,False
89,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,384555,grid_8148_22782,grid_8147_22782,36.600656,127.290066,36.594533,127.291011,5.216666666666667,686.0531767397028,7.890707464098819,34.0,32.0,-2.0,True,True,False
90,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,385493,grid_8149_22781,grid_8149_22782,36.60187,127.284056,36.603355,127.289591,5.216666666666667,520.9505663494316,5.9917637024215775,60.0,59.0,-1.0,True,True,False
91,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,389490,grid_8150_22782,grid_8149_22783,36.609308,127.286095,36.604551,127.292516,5.216666666666667,779.9289877682743,8.97042925228686,56.0,55.0,-1.0,True,True,False
92,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,501333,grid_8128_22772,grid_8126_22773,36.509679,127.233698,36.500048,127.23553,5.216666666666667,1083.3640900257606,12.460417648858588,58.0,57.0,-1.0,True,True,False
93,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,501545,grid_8124_22774,grid_8123_22774,36.492319,127.241461,36.487501,127.244667,5.216666666666667,607.5827016608898,6.9881716484958565,67.0,66.0,-1.0,True,True,False
94,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,501552,grid_8121_22781,grid_8119_22780,36.477288,127.28319,36.470554,127.277301,5.216666666666667,915.396875307305,10.528526361361973,47.0,43.0,-4.0,True,True,False
95,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,604672,grid_8149_22782,grid_8148_22782,36.603478,127.289563,36.600221,127.28992,5.216666666666667,363.5612964743056,4.181535678298722,81.0,81.0,0.0,True,True,False
96,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,631081,grid_8147_22782,grid_8149_22782,36.595366,127.290848,36.604384,127.290591,5.216666666666667,1003.018263815444,11.536312299474751,49.0,48.0,-1.0,True,True,False
97,2026-06-12T15:50:24+0900,2026-06-12T15:45:11+0900,GBIKE,631743,grid_8147_22782,grid_8149_22782,36.595342,127.290826,36.604363,127.29059,5.216666666666667,1003.3106468012148,11.53967517087659,63.0,62.0,-1.0,True,True,False
98,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130021,grid_8133_22778,grid_8132_22778,36.533552,127.266263,36.529091,127.263988,4.75,536.0729267245662,6.7714474954682045,80.0,79.0,-1.0,True,True,False
99,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130114,grid_8130_22772,grid_8131_22772,36.519404,127.230346,36.522374,127.232322,4.75,374.49124527719255,4.730415729817169,79.0,77.0,-2.0,True,True,False
100,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130203,grid_8123_22776,grid_8123_22776,36.486351,127.25407,36.487194,127.257239,4.75,298.41343405354206,3.769432851202637,40.0,40.0,0.0,True,True,True
101,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130333,grid_8128_22778,grid_8129_22777,36.510069,127.267077,36.514883,127.259221,4.75,882.8780913838477,11.152144312217024,81.0,76.0,-5.0,True,True,False
102,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130387,grid_8134_22778,grid_8133_22777,36.535441,127.263883,36.531667,127.260731,4.75,505.3859521091537,6.383822552957732,100.0,100.0,0.0,True,True,False
103,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130404,grid_8128_22772,grid_8130_22773,36.510744,127.23172,36.5186,127.239718,4.75,1128.7040329382542,14.257314100272684,57.0,53.0,-4.0,True,True,False
104,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130456,grid_8129_22771,grid_8128_22772,36.516238,127.228167,36.510869,127.232459,4.75,709.6079480702952,8.963468817730044,98.0,95.0,-3.0,True,True,False
105,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130496,grid_8128_22775,grid_8129_22777,36.511534,127.250854,36.513965,127.258907,4.75,768.7875636741437,9.711000804304971,96.0,93.0,-3.0,True,True,False
106,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130498,grid_8128_22775,grid_8127_22777,36.511795,127.24968,36.504296,127.260977,4.75,1309.485050929928,16.540863801220144,68.0,64.0,-4.0,True,True,False
107,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130528,grid_8128_22775,grid_8128_22774,36.511653,127.248853,36.510064,127.244748,4.75,407.2036669874463,5.143625267209848,69.0,65.0,-4.0,True,True,False
108,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130618,grid_8129_22771,grid_8127_22774,36.513821,127.228734,36.505912,127.246218,4.75,1793.083804602838,22.64947963708848,44.0,31.0,-13.0,True,True,False
109,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130648,grid_8129_22774,grid_8130_22774,36.512762,127.2427,36.516404,127.24144,4.75,420.3353872470709,5.309499628384054,84.0,81.0,-3.0,True,True,False
110,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,130849,grid_8130_22774,grid_8129_22774,36.518656,127.245437,36.515434,127.245368,4.75,358.32311296512,4.526186690085726,54.0,52.0,-2.0,True,True,False
111,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,131020,grid_8132_22779,grid_8129_22774,36.528306,127.270129,36.511983,127.243933,4.75,2962.13340298642,37.41642193246004,55.0,45.0,-10.0,True,True,False
112,2026-06-12T15:55:09+0900,2026-06-12T15:50:24+0900,GBIKE,131126,grid_8126_22775,grid_8124_22777,36.502305,127.249019,36.49072,127.259081,4.75,1571.1196142790836,19.845721443525267,62.0,56.0,-6.0,True,True,False
